"행정구역","2025년10월_계_총인구수","2025년10월_계_연령구간인구수","2025년10월_계_0~9세","2025년10월_계_10~19세","2025년10월_계_20~29세","2025년10월_계_30~39세","2025년10월_계_40~49세","2025년10월_계_50~59세","2025년10월_계_60~69세","2025년10월_계_70~79세","2025년10월_계_80~89세","2025년10월_계_90~99세","2025년10월_계_100세 이상","2025년10월_남_총인구수","2025년10월_남_연령구간인구수","2025년10월_남_0~9세","2025년10월_남_10~19세","2025년10월_남_20~29세","2025년10월_남_30~39세","2025년10월_남_40~49세","2025년10월_남_50~59세","2025년10월_남_60~69세","2025년10월_남_70~79세","2025년10월_남_80~89세","2025년10월_남_90~99세","2025년10월_남_100세 이상","2025년10월_여_총인구수","2025년10월_여_연령구간인구수","2025년10월_여_0~9세","2025년10월_여_10~19세","2025년10월_여_20~29세","2025년10월_여_30~39세","2025년10월_여_40~49세","2025년10월_여_50~59세","2025년10월_여_60~69세","2025년10월_여_70~79세","2025년10월_여_80~89세","2025년10월_여_90~99세","2025년10월_여_100세 이상"
"경상남도 합천군 용주면(4889046000)","2,019","2,019","25","44","58","60","121","312","554","445","314","85","1","1,024","1,024","11","23","35","34","78","193","312","220","98","20","0","995","995","14","21","23","26","43","119","242","225","216","65","1"
"제주특별자치도  (5000000000)","665,276","665,276","44,729","70,129","66,283","76,989","102,755","119,265","98,029","53,049","27,909","5,933","206","332,332","332,332","22,853","36,080","35,390","39,145","51,823","61,642","49,291","24,496","10,373","1,226","13","332,944","332,944","21,876","34,049","30,893","37,844","50,932","57,623","48,738","28,553","17,536","4,707","193"
"제주특별자치도 제주시 (5011000000)","485,444","485,444","33,686","52,352","51,439","59,747","75,753","86,516","67,943","35,719","18,286","3,862","141","241,900","241,900","17,179","26,906","27,195","30,422","38,209","44,069","33,893","16,459","6,784","778","6","243,544","243,544","16,507","25,446","24,244","29,325","37,544","42,447","34,050","19,260","11,502","3,084","135"
"제주특별자치도 제주시 한림읍(5011025000)","20,174","20,174","997","1,723","1,476","1,797","2,909","3,967","3,665","2,111","1,250","271","8","10,385","10,385","487","895","855","968","1,536","2,237","1,927","999","427","53","1","9,789","9,789","510","828","621","829","1,373","1,730","1,738","1,112","823","218","7"
"제주특별자치도 제주시 애월읍(5011025300)","38,228","38,228","2,630","3,837","2,945","4,173","6,285","7,076","6,033","3,065","1,731","439","14","19,572","19,572","1,351","2,003","1,639","2,092","3,209","3,799","3,258","1,505","639","76","1","18,656","18,656","1,279","1,834","1,306","2,081","3,076","3,277","2,775","1,560","1,092","363","13"
"제주특별자치도 제주시 구좌읍(5011025600)","14,942","14,942","601","1,127","954","1,288","2,186","2,793","2,789","1,773","1,121","304","6","7,643","7,643","299","609","548","667","1,184","1,610","1,480","812","381","53","0","7,299","7,299","302","518","406","621","1,002","1,183","1,309","961","740","251","6"
"제주특별자치도 제주시 조천읍(5011025900)","25,770","25,770","1,649","2,311","2,068","2,831","4,111","4,725","4,201","2,268","1,311","280","15","13,069","13,069","837","1,225","1,150","1,416","2,118","2,471","2,181","1,104","509","58","0","12,701","12,701","812","1,086","918","1,415","1,993","2,254","2,020","1,164","802","222","15"
"제주특별자치도 제주시 한경면(5011031000)","9,461","9,461","465","664","522","721","1,489","1,733","1,874","1,064","737","182","10","4,724","4,724","225","333","275","341","779","972","1,009","499","255","35","1","4,737","4,737","240","331","247","380","710","761","865","565","482","147","9"
"제주특별자치도 제주시 추자면(5011032000)","1,541","1,541","40","81","79","82","171","281","364","264","153","24","2","841","841","19","46","43","49","104","183","207","138","48","4","0","700","700","21","35","36","33","67","98","157","126","105","20","2"
"제주특별자치도 제주시 우도면(5011033000)","1,508","1,508","52","81","110","161","179","284","313","193","106","28","1","807","807","29","48","58","94","110","167","172","97","28","4","0","701","701","23","33","52","67","69","117","141","96","78","24","1"
"제주특별자치도 제주시 일도1동(5011051000)","2,073","2,073","58","101","132","185","229","387","497","312","137","35","0","1,091","1,091","32","49","71","107","137","227","282","129","46","11","0","982","982","26","52","61","78","92","160","215","183","91","24","0"
"제주특별자치도 제주시 일도2동(5011052000)","30,910","30,910","1,971","3,347","3,297","3,527","4,270","5,285","4,861","2,757","1,377","213","5","15,115","15,115","988","1,737","1,772","1,848","2,132","2,607","2,272","1,185","538","36","0","15,795","15,795","983","1,610","1,525","1,679","2,138","2,678","2,589","1,572","839","177","5"
"제주특별자치도 제주시 이도1동(5011053000)","7,587","7,587","341","675","1,036","967","991","1,248","1,179","699","356","92","3","3,730","3,730","184","352","492","511","519","647","565","318","120","22","0","3,857","3,857","157","323","544","456","472","601","614","381","236","70","3"
"제주특별자치도 제주시 이도2동(5011054000)","46,230","46,230","2,995","5,664","5,787","5,972","7,110","8,107","5,919","3,106","1,311","256","3","22,429","22,429","1,547","2,868","2,960","3,003","3,405","3,938","2,752","1,372","521","63","0","23,801","23,801","1,448","2,796","2,827","2,969","3,705","4,169","3,167","1,734","790","193","3"
"제주특별자치도 제주시 삼도1동(5011055000)","12,548","12,548","671","1,237","1,369","1,319","1,704","2,313","1,833","1,228","758","110","6","6,101","6,101","354","574","714","683","888","1,148","901","506","303","30","0","6,447","6,447","317","663","655","636","816","1,165","932","722","455","80","6"
"제주특별자치도 제주시 삼도2동(5011056000)","7,587","7,587","422","587","722","968","1,007","1,353","1,357","694","385","88","4","3,941","3,941","216","301","405","535","558","747","701","312","143","23","0","3,646","3,646","206","286","317","433","449","606","656","382","242","65","4"
"제주특별자치도 제주시 용담1동(5011057000)","6,313","6,313","246","522","593","631","791","1,248","1,113","678","407","82","2","3,290","3,290","128","273","327","362","443","689","566","312","172","18","0","3,023","3,023","118","249","266","269","348","559","547","366","235","64","2"
"제주특별자치도 제주시 용담2동(5011058000)","13,544","13,544","678","1,316","1,298","1,365","1,877","2,396","2,281","1,420","756","151","6","6,835","6,835","352","698","704","750","997","1,285","1,090","651","283","24","1","6,709","6,709","326","618","594","615","880","1,111","1,191","769","473","127","5"
"제주특별자치도 제주시 건입동(5011059000)","8,465","8,465","443","691","775","910","1,108","1,423","1,541","977","516","77","4","4,272","4,272","213","354","437","467","584","776","786","438","194","22","1","4,193","4,193","230","337","338","443","524","647","755","539","322","55","3"
"제주특별자치도 제주시 화북동(5011060000)","23,011","23,011","1,668","2,742","2,409","2,693","3,453","4,084","3,403","1,647","756","150","6","11,417","11,417","866","1,470","1,299","1,388","1,742","1,986","1,625","729","281","31","0","11,594","11,594","802","1,272","1,110","1,305","1,711","2,098","1,778","918","475","119","6"
"제주특별자치도 제주시 삼양동(5011061000)","26,662","26,662","2,658","3,864","2,440","3,447","5,036","4,162","2,792","1,442","669","144","8","13,301","13,301","1,338","2,009","1,307","1,709","2,558","2,087","1,358","678","228","29","0","13,361","13,361","1,320","1,855","1,133","1,738","2,478","2,075","1,434","764","441","115","8"
"제주특별자치도 제주시 봉개동(5011062000)","5,105","5,105","433","395","504","717","689","902","758","407","241","59","0","2,647","2,647","217","227","260","387","369","473","406","198","96","14","0","2,458","2,458","216","168","244","330","320","429","352","209","145","45","0"
"제주특별자치도 제주시 아라동(5011063000)","40,819","40,819","3,958","5,042","5,069","6,271","6,873","6,623","4,095","1,831","834","214","9","20,035","20,035","2,034","2,405","2,475","3,088","3,389","3,355","2,047","884","323","35","0","20,784","20,784","1,924","2,637","2,594","3,183","3,484","3,268","2,048","947","511","179","9"
"제주특별자치도 제주시 오라동(5011064000)","16,079","16,079","1,664","1,908","1,585","2,362","2,856","2,711","1,729","776","405","78","5","8,108","8,108","851","992","892","1,178","1,467","1,325","853","380","156","14","0","7,971","7,971","813","916","693","1,184","1,389","1,386","876","396","249","64","5"
"제주특별자치도 제주시 연동(5011065000)","42,661","42,661","2,468","4,157","6,077","6,337","6,941","7,479","5,432","2,631","952","180","7","20,987","20,987","1,263","2,153","3,070","3,283","3,421","3,615","2,564","1,213","368","37","0","21,674","21,674","1,205","2,004","3,007","3,054","3,520","3,864","2,868","1,418","584","143","7"
"제주특별자치도 제주시 노형동(5011066000)","54,411","54,411","3,930","6,642","7,180","7,051","8,438","10,556","6,446","2,800","1,146","211","11","26,507","26,507","2,005","3,453","3,771","3,495","3,985","4,961","3,102","1,259","425","50","1","27,904","27,904","1,925","3,189","3,409","3,556","4,453","5,595","3,344","1,541","721","161","10"
"제주특별자치도 제주시 외도동(5011067000)","22,369","22,369","2,180","2,973","2,273","3,089","3,911","3,948","2,285","1,057","539","108","6","11,175","11,175","1,122","1,503","1,247","1,524","1,952","1,990","1,153","480","188","16","0","11,194","11,194","1,058","1,470","1,026","1,565","1,959","1,958","1,132","577","351","92","6"
"제주특별자치도 제주시 이호동(5011068000)","4,239","4,239","253","339","427","541","603","817","707","303","210","39","0","2,177","2,177","120","171","242","296","323","424","370","147","74","10","0","2,062","2,062","133","168","185","245","280","393","337","156","136","29","0"
"제주특별자치도 제주시 도두동(5011069000)","3,207","3,207","215","326","312","342","536","615","476","216","122","47","0","1,701","1,701","102","158","182","181","300","350","266","114","38","10","0","1,506","1,506","113","168","130","161","236","265","210","102","84","37","0"
"제주특별자치도 서귀포시 (5013000000)","179,832","179,832","11,043","17,777","14,844","17,242","27,002","32,749","30,086","17,330","9,623","2,071","65","90,432","90,432","5,674","9,174","8,195","8,723","13,614","17,573","15,398","8,037","3,589","448","7","89,400","89,400","5,369","8,603","6,649","8,519","13,388","15,176","14,688","9,293","6,034","1,623","58"
"제주특별자치도 서귀포시 대정읍(5013025000)","21,650","21,650","1,451","2,788","1,474","1,702","3,556","3,919","3,280","1,941","1,232","300","7","10,486","10,486","722","1,484","801","775","1,594","2,077","1,648","876","441","67","1","11,164","11,164","729","1,304","673","927","1,962","1,842","1,632","1,065","791","233","6"
"제주특별자치도 서귀포시 남원읍(5013025300)","17,888","17,888","804","1,335","1,345","1,408","2,169","3,480","3,578","2,079","1,398","282","10","9,253","9,253","432","721","813","757","1,165","1,880","1,898","993","521","72","1","8,635","8,635","372","614","532","651","1,004","1,600","1,680","1,086","877","210","9"
"제주특별자치도 서귀포시 성산읍(5013025900)","14,685","14,685","623","1,003","977","1,178","1,806","2,787","3,312","1,768","982","241","8","7,687","7,687","337","506","543","638","969","1,622","1,774","893","352","52","1","6,998","6,998","286","497","434","540","837","1,165","1,538","875","630","189","7"
"제주특별자치도 서귀포시 안덕면(5013031000)","12,266","12,266","631","1,046","1,105","1,163","1,866","2,300","2,123","1,149","732","145","6","6,311","6,311","318","539","616","604","957","1,278","1,142","581","255","21","0","5,955","5,955","313","507","489","559","909","1,022","981","568","477","124","6"
"제주특별자치도 서귀포시 표선면(5013032000)","12,823","12,823","728","1,395","856","958","1,987","2,326","2,365","1,342","712","150","4","6,562","6,562","377","743","502","500","1,000","1,290","1,221","643","251","34","1","6,261","6,261","351","652","354","458","987","1,036","1,144","699","461","116","3"
"제주특별자치도 서귀포시 송산동(5013051000)","3,751","3,751","166","291","298","320","488","683","696","497","255","52","5","1,949","1,949","91","147","175","168","270","388","363","229","108","9","1","1,802","1,802","75","144","123","152","218","295","333","268","147","43","4"
"제주특별자치도 서귀포시 정방동(5013052000)","2,040","2,040","50","134","155","179","303","393","437","258","108","23","0","1,009","1,009","22","80","77","96","150","211","209","110","47","7","0","1,031","1,031","28","54","78","83","153","182","228","148","61","16","0"
"제주특별자치도 서귀포시 중앙동(5013053000)","2,989","2,989","109","189","234","216","335","524","703","417","227","35","0","1,400","1,400","61","92","127","121","171","272","289","170","89","8","0","1,589","1,589","48","97","107","95","164","252","414","247","138","27","0"
"제주특별자치도 서귀포시 천지동(5013054000)","3,335","3,335","129","215","312","289","438","660","659","403","194","35","1","1,671","1,671","71","118","144","169","226","369","334","153","83","4","0","1,664","1,664","58","97","168","120","212","291","325","250","111","31","1"
